Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,118,12,P:System.Windows.Forms.Control.Controls,,,,,this.mainPanel.Controls.Add(this.splitContainer2);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,118,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.mainPanel.Controls.Add(this.splitContainer2);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,114,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.aboutToolStripMenuItem.Click += new System.EventHandler(this.aboutToolStripMenuItem_Click);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,114,12,E:System.Windows.Forms.ToolStripItem.Click,,,,,this.aboutToolStripMenuItem.Click += new System.EventHandler(this.aboutToolStripMenuItem_Click);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,113,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.aboutToolStripMenuItem.Text = ""About"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,113,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.aboutToolStripMenuItem.Text = ""About"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,112,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.aboutToolStripMenuItem.Size = new System.Drawing.Size(76, 28);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,112,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.aboutToolStripMenuItem.Size = new System.Drawing.Size(76, 28);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,111,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.aboutToolStripMenuItem.Name = ""aboutToolStripMenuItem"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,111,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.aboutToolStripMenuItem.Name = ""aboutToolStripMenuItem"";"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,110,12,T:System.Drawing.Bitmap,,,,,this.aboutToolStripMenuItem.Image = global::Automatak.Simulator.Properties.Resources.info;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,110,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.aboutToolStripMenuItem.Image = global::Automatak.Simulator.Properties.Resources.info;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,110,12,T:System.Drawing.Image,,,,,this.aboutToolStripMenuItem.Image = global::Automatak.Simulator.Properties.Resources.info;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,110,12,P:System.Windows.Forms.ToolStripItem.Image,,,,,this.aboutToolStripMenuItem.Image = global::Automatak.Simulator.Properties.Resources.info;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,109,12,T:System.Windows.Forms.ToolStripItemAlignment,,,,,this.aboutToolStripMenuItem.Alignment = System.Windows.Forms.ToolStripItemAlignment.Right;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,109,12,T:System.Windows.Forms.ToolStripItemAlignment,,,,,this.aboutToolStripMenuItem.Alignment = System.Windows.Forms.ToolStripItemAlignment.Right;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,109,12,F:System.Windows.Forms.ToolStripItemAlignment.Right,,,,,this.aboutToolStripMenuItem.Alignment = System.Windows.Forms.ToolStripItemAlignment.Right;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,109,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.aboutToolStripMenuItem.Alignment = System.Windows.Forms.ToolStripItemAlignment.Right;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,109,12,T:System.Windows.Forms.ToolStripItemAlignment,,,,,this.aboutToolStripMenuItem.Alignment = System.Windows.Forms.ToolStripItemAlignment.Right;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,109,12,P:System.Windows.Forms.ToolStripItem.Alignment,,,,,this.aboutToolStripMenuItem.Alignment = System.Windows.Forms.ToolStripItemAlignment.Right;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,105,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.saveToolStripMenuItem.Text = ""Save"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,105,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.saveToolStripMenuItem.Text = ""Save"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,104,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.saveToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,104,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.saveToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,103,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.saveToolStripMenuItem.Name = ""saveToolStripMenuItem"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,103,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.saveToolStripMenuItem.Name = ""saveToolStripMenuItem"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,99,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.loadToolStripMenuItem.Text = ""Load"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,99,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.loadToolStripMenuItem.Text = ""Load"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,98,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.loadToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,98,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.loadToolStripMenuItem.Size = new System.Drawing.Size(100, 22);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,97,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.loadToolStripMenuItem.Name = ""loadToolStripMenuItem"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,97,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.loadToolStripMenuItem.Name = ""loadToolStripMenuItem"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,93,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.toolStripMenuItem2.Text = ""File"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,93,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.toolStripMenuItem2.Text = ""File"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,92,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.toolStripMenuItem2.Size = new System.Drawing.Size(61, 28);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,92,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.toolStripMenuItem2.Size = new System.Drawing.Size(61, 28);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,91,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.toolStripMenuItem2.Name = ""toolStripMenuItem2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,91,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.toolStripMenuItem2.Name = ""toolStripMenuItem2"";"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,90,12,T:System.Drawing.Bitmap,,,,,this.toolStripMenuItem2.Image = global::Automatak.Simulator.Properties.Resources.folder_diskette;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,90,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.toolStripMenuItem2.Image = global::Automatak.Simulator.Properties.Resources.folder_diskette;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,90,12,T:System.Drawing.Image,,,,,this.toolStripMenuItem2.Image = global::Automatak.Simulator.Properties.Resources.folder_diskette;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,90,12,P:System.Windows.Forms.ToolStripItem.Image,,,,,this.toolStripMenuItem2.Image = global::Automatak.Simulator.Properties.Resources.folder_diskette;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,87,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.toolStripMenuItem2.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.loadToolStripMenuItem,              this.saveToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,87,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.toolStripMenuItem2.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.loadToolStripMenuItem,              this.saveToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,87,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.toolStripMenuItem2.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.loadToolStripMenuItem,              this.saveToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,87,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,"this.toolStripMenuItem2.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.loadToolStripMenuItem,              this.saveToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,87,12,P:System.Windows.Forms.ToolStripDropDownItem.DropDownItems,,,,,"this.toolStripMenuItem2.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.loadToolStripMenuItem,              this.saveToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,87,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,"this.toolStripMenuItem2.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.loadToolStripMenuItem,              this.saveToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,83,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.addToolStripMenuItem.Text = ""Add"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,83,12,P:System.Windows.Forms.ToolStripItem.Text,,,,,"this.addToolStripMenuItem.Text = ""Add"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,82,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.addToolStripMenuItem.Size = new System.Drawing.Size(65, 28);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,82,12,P:System.Windows.Forms.ToolStripItem.Size,,,,,"this.addToolStripMenuItem.Size = new System.Drawing.Size(65, 28);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,81,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.addToolStripMenuItem.Name = ""addToolStripMenuItem"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,81,12,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.addToolStripMenuItem.Name = ""addToolStripMenuItem"";"
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,80,12,T:System.Drawing.Bitmap,,,,,this.addToolStripMenuItem.Image = global::Automatak.Simulator.Properties.Resources.add;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,80,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.addToolStripMenuItem.Image = global::Automatak.Simulator.Properties.Resources.add;
Api.0002,Źródło jest niezgodne dla wybranej wersji platformy .NET,Active,Potential,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,80,12,T:System.Drawing.Image,,,,,this.addToolStripMenuItem.Image = global::Automatak.Simulator.Properties.Resources.add;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,80,12,P:System.Windows.Forms.ToolStripItem.Image,,,,,this.addToolStripMenuItem.Image = global::Automatak.Simulator.Properties.Resources.add;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,76,12,T:System.Windows.Forms.MenuStrip,,,,,"this.mainMenuStrip.Text = ""mainMenuStrip"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,76,12,P:System.Windows.Forms.Control.Text,,,,,"this.mainMenuStrip.Text = ""mainMenuStrip"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,75,12,T:System.Windows.Forms.MenuStrip,,,,,this.mainMenuStrip.TabIndex = 1;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,75,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.mainMenuStrip.TabIndex = 1;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,74,12,T:System.Windows.Forms.MenuStrip,,,,,"this.mainMenuStrip.Size = new System.Drawing.Size(1236, 38);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,74,12,P:System.Windows.Forms.Control.Size,,,,,"this.mainMenuStrip.Size = new System.Drawing.Size(1236, 38);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,73,12,T:System.Windows.Forms.Padding,,,,,"this.mainMenuStrip.Padding = new System.Windows.Forms.Padding(5, 5, 0, 5);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,73,12,"M:System.Windows.Forms.Padding.#ctor(System.Int32,System.Int32,System.Int32,System.Int32)",,,,,"this.mainMenuStrip.Padding = new System.Windows.Forms.Padding(5, 5, 0, 5);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,73,12,T:System.Windows.Forms.MenuStrip,,,,,"this.mainMenuStrip.Padding = new System.Windows.Forms.Padding(5, 5, 0, 5);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,73,12,T:System.Windows.Forms.Padding,,,,,"this.mainMenuStrip.Padding = new System.Windows.Forms.Padding(5, 5, 0, 5);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,73,12,P:System.Windows.Forms.Control.Padding,,,,,"this.mainMenuStrip.Padding = new System.Windows.Forms.Padding(5, 5, 0, 5);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,72,12,T:System.Windows.Forms.MenuStrip,,,,,"this.mainMenuStrip.Name = ""mainMenuStrip"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,72,12,P:System.Windows.Forms.Control.Name,,,,,"this.mainMenuStrip.Name = ""mainMenuStrip"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,71,12,T:System.Windows.Forms.MenuStrip,,,,,"this.mainMenuStrip.Location = new System.Drawing.Point(0, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,71,12,P:System.Windows.Forms.Control.Location,,,,,"this.mainMenuStrip.Location = new System.Drawing.Point(0, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,67,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.mainMenuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.addToolStripMenuItem,              this.toolStripMenuItem2,              this.aboutToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,67,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.mainMenuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.addToolStripMenuItem,              this.toolStripMenuItem2,              this.aboutToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,67,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.mainMenuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.addToolStripMenuItem,              this.toolStripMenuItem2,              this.aboutToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,67,12,T:System.Windows.Forms.MenuStrip,,,,,"this.mainMenuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.addToolStripMenuItem,              this.toolStripMenuItem2,              this.aboutToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,67,12,T:System.Windows.Forms.ToolStripItemCollection,,,,,"this.mainMenuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.addToolStripMenuItem,              this.toolStripMenuItem2,              this.aboutToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,67,12,P:System.Windows.Forms.ToolStrip.Items,,,,,"this.mainMenuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.addToolStripMenuItem,              this.toolStripMenuItem2,              this.aboutToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,67,12,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,"this.mainMenuStrip.Items.AddRange(new System.Windows.Forms.ToolStripItem[] {              this.addToolStripMenuItem,              this.toolStripMenuItem2,              this.aboutToolStripMenuItem});"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,66,12,T:System.Windows.Forms.MenuStrip,,,,,"this.mainMenuStrip.ImageScalingSize = new System.Drawing.Size(24, 24);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,66,12,P:System.Windows.Forms.ToolStrip.ImageScalingSize,,,,,"this.mainMenuStrip.ImageScalingSize = new System.Drawing.Size(24, 24);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,62,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,61,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1.SuspendLayout();
