Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,61,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.splitContainer1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,60,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1.Panel2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,60,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer1.Panel2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,60,12,P:System.Windows.Forms.SplitContainer.Panel2,,,,,this.splitContainer1.Panel2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,60,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.splitContainer1.Panel2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,59,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1.Panel1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,59,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer1.Panel1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,59,12,P:System.Windows.Forms.SplitContainer.Panel1,,,,,this.splitContainer1.Panel1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,59,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.splitContainer1.Panel1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,58,12,T:System.Windows.Forms.SplitContainer,,,,,((System.ComponentModel.ISupportInitialize)(this.splitContainer1)).BeginInit();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,57,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,57,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.splitContainer2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,56,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.Panel2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,56,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer2.Panel2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,56,12,P:System.Windows.Forms.SplitContainer.Panel2,,,,,this.splitContainer2.Panel2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,56,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.splitContainer2.Panel2.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,55,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2.Panel1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,55,12,T:System.Windows.Forms.SplitterPanel,,,,,this.splitContainer2.Panel1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,55,12,P:System.Windows.Forms.SplitContainer.Panel1,,,,,this.splitContainer2.Panel1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,55,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.splitContainer2.Panel1.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,54,12,T:System.Windows.Forms.SplitContainer,,,,,((System.ComponentModel.ISupportInitialize)(this.splitContainer2)).BeginInit();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,53,12,T:System.Windows.Forms.Panel,,,,,this.mainPanel.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,53,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.mainPanel.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,52,12,T:System.Windows.Forms.MenuStrip,,,,,this.mainMenuStrip.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,52,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.mainMenuStrip.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,51,12,T:System.Windows.Forms.Timer,,,,,this.timerMetrics = new System.Windows.Forms.Timer(this.components);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,51,12,M:System.Windows.Forms.Timer.#ctor(System.ComponentModel.IContainer),,,,,this.timerMetrics = new System.Windows.Forms.Timer(this.components);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,51,12,T:System.Windows.Forms.Timer,,,,,this.timerMetrics = new System.Windows.Forms.Timer(this.components);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,49,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader2 = ((System.Windows.Forms.ColumnHeader)(new System.Windows.Forms.ColumnHeader()));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,49,12,M:System.Windows.Forms.ColumnHeader.#ctor,,,,,this.columnHeader2 = ((System.Windows.Forms.ColumnHeader)(new System.Windows.Forms.ColumnHeader()));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,49,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader2 = ((System.Windows.Forms.ColumnHeader)(new System.Windows.Forms.ColumnHeader()));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,48,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader1 = ((System.Windows.Forms.ColumnHeader)(new System.Windows.Forms.ColumnHeader()));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,48,12,M:System.Windows.Forms.ColumnHeader.#ctor,,,,,this.columnHeader1 = ((System.Windows.Forms.ColumnHeader)(new System.Windows.Forms.ColumnHeader()));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,48,12,T:System.Windows.Forms.ColumnHeader,,,,,this.columnHeader1 = ((System.Windows.Forms.ColumnHeader)(new System.Windows.Forms.ColumnHeader()));
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,47,12,T:System.Windows.Forms.ListView,,,,,this.listViewMetrics = new System.Windows.Forms.ListView();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,47,12,M:System.Windows.Forms.ListView.#ctor,,,,,this.listViewMetrics = new System.Windows.Forms.ListView();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,47,12,T:System.Windows.Forms.ListView,,,,,this.listViewMetrics = new System.Windows.Forms.ListView();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,45,12,T:System.Windows.Forms.ImageList,,,,,this.imageList = new System.Windows.Forms.ImageList(this.components);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,45,12,M:System.Windows.Forms.ImageList.#ctor(System.ComponentModel.IContainer),,,,,this.imageList = new System.Windows.Forms.ImageList(this.components);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,45,12,T:System.Windows.Forms.ImageList,,,,,this.imageList = new System.Windows.Forms.ImageList(this.components);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,44,12,T:System.Windows.Forms.Button,,,,,this.buttonMakeNote = new System.Windows.Forms.Button();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,44,12,M:System.Windows.Forms.Button.#ctor,,,,,this.buttonMakeNote = new System.Windows.Forms.Button();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,44,12,T:System.Windows.Forms.Button,,,,,this.buttonMakeNote = new System.Windows.Forms.Button();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,43,12,T:System.Windows.Forms.TabControl,,,,,this.tabControlPlugins = new System.Windows.Forms.TabControl();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,43,12,M:System.Windows.Forms.TabControl.#ctor,,,,,this.tabControlPlugins = new System.Windows.Forms.TabControl();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,43,12,T:System.Windows.Forms.TabControl,,,,,this.tabControlPlugins = new System.Windows.Forms.TabControl();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,42,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1 = new System.Windows.Forms.SplitContainer();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,42,12,M:System.Windows.Forms.SplitContainer.#ctor,,,,,this.splitContainer1 = new System.Windows.Forms.SplitContainer();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,42,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer1 = new System.Windows.Forms.SplitContainer();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,41,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2 = new System.Windows.Forms.SplitContainer();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,41,12,M:System.Windows.Forms.SplitContainer.#ctor,,,,,this.splitContainer2 = new System.Windows.Forms.SplitContainer();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,41,12,T:System.Windows.Forms.SplitContainer,,,,,this.splitContainer2 = new System.Windows.Forms.SplitContainer();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,40,12,T:System.Windows.Forms.Panel,,,,,this.mainPanel = new System.Windows.Forms.Panel();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,40,12,M:System.Windows.Forms.Panel.#ctor,,,,,this.mainPanel = new System.Windows.Forms.Panel();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,40,12,T:System.Windows.Forms.Panel,,,,,this.mainPanel = new System.Windows.Forms.Panel();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,39,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.aboutToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,39,12,M:System.Windows.Forms.ToolStripMenuItem.#ctor,,,,,this.aboutToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,39,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.aboutToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,38,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.saveToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,38,12,M:System.Windows.Forms.ToolStripMenuItem.#ctor,,,,,this.saveToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,38,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.saveToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,37,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.loadToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,37,12,M:System.Windows.Forms.ToolStripMenuItem.#ctor,,,,,this.loadToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,Simulator\Simulator\Simulator.csproj,File,Simulator\Simulator\SimulatorForm.Designer.cs,37,12,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.loadToolStripMenuItem = new System.Windows.Forms.ToolStripMenuItem();
